"INSTNM","PREDDEG","HCM2","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG","SAT_AVG_ALL","NPT4_PUB","NPT4_PRIV","NPT41_PUB","NPT42_PUB","NPT43_PUB","NPT44_PUB","NPT45_PUB","NPT41_PRIV","NPT42_PRIV","NPT43_PRIV","NPT44_PRIV","NPT45_PRIV","RET_FT4","RET_FTL4","RET_PT4","RET_PTL4","GRAD_DEBT_MDN_SUPP","GRAD_DEBT_MDN10YR_SUPP","RPY_3YR_RT_SUPP","C150_4_POOLED_SUPP","C200_L4_POOLED_SUPP","md_earn_wne_p10","gt_25k_p6","POOR_Prop"
"Trident Technical College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6433,NA,6101,6309,7127,8481,8571,NA,NA,NA,NA,NA,NA,0.5294,NA,0.3652,20000,222.041,0.575423729,NA,0.126916,29100,0.5,0.646142433234421
"Trident University International",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15107,NA,NA,NA,NA,NA,15251,13314,16964,NA,NA,0.3333,NA,0,NA,14872,165.1096876,0.737265416,0.571448872,NA,NA,NA,0.8
"Trine University",3,0,470,570,500,620,NA,NA,520,560,NA,21,27,20,26,22,28,NA,NA,24,23,25,NA,1095,1095,NA,21183,NA,NA,NA,NA,NA,20757,17726,20120,23541,24992,0.7415,NA,NA,NA,26063,289.3527292,0.806243272,0.516868421,NA,42600,0.653001487,0.422982885085575
"Trine University-Regional/Non-Traditional Campuses",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1095,NA,13593,NA,NA,NA,NA,NA,12530,17295,10608,13940,NA,0.75,NA,NA,NA,26063,289.3527292,0.806243272,NA,NA,42600,0.653001487,0.25
"Trinidad State Junior College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10875,NA,9896,11112,12055,12789,14208,NA,NA,NA,NA,NA,NA,0.5792,NA,0.4,6500,72.163325,0.542242704,NA,0.54998,25000,0.42151162,0.521428571428571
"Trinity Baptist College",3,0,370,490,335,490,358,450,430,413,404,14,23,13,21,15,21,NA,NA,19,17,18,NA,863,863,NA,11766,NA,NA,NA,NA,NA,10650,10843,13208,14566,15952,0.4717,NA,0.3333,NA,12000,133.2246,0.771186441,0.4079848,NA,26700,0.461538464,0.442307692307692
"Trinity Bible College",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17170,NA,NA,NA,NA,NA,17235,17103,17024,16290,18714,0.65,NA,0,NA,26500,294.204325,0.687804878,0.382117073,NA,26800,0.449999988,0.508474576271186
"Trinity Christian College",3,0,450,640,460,630,430,610,545,545,520,20,25,20,26,19,26,NA,NA,23,23,23,NA,1053,1053,NA,20439,NA,NA,NA,NA,NA,18386,17879,19369,21743,23036,0.7433,NA,NA,NA,25333,281.2482327,0.898203593,0.560069099,NA,41400,0.694552541,0.226027397260274
"Trinity College",3,0,570,680,580,670,590,673,625,625,632,25,29,25,29,25,30,NA,NA,27,27,28,NA,1240,1240,NA,26419,NA,NA,NA,NA,NA,8319,7451,16620,22685,39793,0.9086,NA,NA,NA,21500,238.694075,0.935406699,0.847959459,NA,56100,0.825072885,0.102150537634409
"Trinity College of Florida",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15563,NA,NA,NA,NA,NA,13961,15531,18156,21986,NA,0.6071,NA,0,NA,23000,255.34715,0.673076923,0.48001,NA,31700,0.425287366,0.521739130434783
"Trinity College of Nursing & Health Sciences",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,222.041,0.91025641,NA,NA,46000,0.829457343,NA
"Trinity College of Puerto Rico",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3893,NA,NA,NA,NA,NA,3787,7474,NA,NA,NA,NA,0.5946,NA,NA,NA,NA,NA,NA,0.577335052,17000,0.1328125,0.971428571428571
"Trinity Episcopal School for Ministry",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trinity Health System School of Nursing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,22,22,24,17,21,NA,NA,21,23,19,NA,970,970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15616,173.3696128,0.9,NA,NA,46300,0.788235307,NA
"Trinity International University-Florida",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000.5,310.862951,0.766759777,NA,NA,38200,0.58011049,NA
"Trinity International University-Illinois",3,0,460,600,470,560,NA,NA,530,515,NA,20,25,20,26,18,25,NA,NA,23,23,22,NA,1049,1049,NA,19694,NA,NA,NA,NA,NA,16086,18137,17663,20676,24165,0.6943,NA,0,NA,28000.5,310.862951,0.766759777,0.503002439,NA,38200,0.58011049,0.202702702702703
"Trinity Law School",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000.5,310.862951,0.766759777,NA,NA,38200,0.58011049,NA
"Trinity Lutheran College",3,0,373,515,360,547,NA,NA,444,454,NA,NA,NA,12,21,15,22,NA,NA,NA,17,19,NA,898,898,NA,15143,NA,NA,NA,NA,NA,10385,14666,16509,17559,23424,0.6744,NA,NA,NA,24796,275.2864318,0.806451613,0.627122034,NA,NA,NA,0.32258064516129
"Trinity Lutheran Seminary",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trinity University",3,0,560,690,590,680,NA,NA,625,635,NA,26,31,26,32,25,30,NA,NA,29,29,28,NA,1270,1270,NA,22389,NA,NA,NA,NA,NA,15376,16133,19170,24324,31394,0.9563,NA,NA,NA,21630,240.1373415,0.962890625,0.805617506,NA,53200,0.808000028,0.187265917602996
"Trinity Valley Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6995,NA,6215,6641,8948,10882,11529,NA,NA,NA,NA,NA,NA,0.5526,NA,0.5016,10500,116.571525,0.442812983,NA,0.248974264,28500,0.463177115,0.606312292358804
"Trinity Vocational Center",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14091,NA,NA,NA,NA,NA,11486,14311,16311,NA,16861,NA,1,NA,0.8889,16617,184.4827649,NA,NA,NA,NA,NA,0.4
"Trinity Washington University",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14421,NA,NA,NA,NA,NA,13351,13735,15921,19132,19144,0.5516,NA,0.5833,NA,30375,337.2247688,0.50918197,0.32407038,NA,52100,0.528089881,0.55
"Triton College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4657,NA,4038,4713,7079,8397,9066,NA,NA,NA,NA,NA,NA,0.4945,NA,0.2628,7945.5,88.21133828,0.671698113,NA,0.200300473,33000,0.50469166,0.60559796437659
"Trocaire College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18159,NA,NA,NA,NA,NA,16307,18462,20373,21078,21346,NA,NA,NA,NA,21439,238.01685,0.654676259,0.288894074,NA,36100,0.633699656,0.521367521367521
"Troy University",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,24,18,25,17,24,NA,NA,21,22,21,NA,990,990,11168,NA,11192,10364,10193,12767,NA,NA,NA,NA,NA,NA,0.7389,NA,0.423,NA,26000,288.6533,0.543508214,0.345579703,NA,36600,0.613958538,0.934981684981685
"Troy University-Dothan Campus",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000,288.6533,0.543508214,NA,NA,36600,0.613958538,NA
"Troy University-eTROY",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000,288.6533,0.543508214,NA,NA,36600,0.613958538,NA
"Troy University-Global Campus",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000,288.6533,0.543508214,NA,NA,NA,NA,NA
"Troy University-Montgomery Campus",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000,288.6533,0.543508214,NA,NA,36600,0.613958538,NA
"Troy University-Phenix City Campus",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000,288.6533,0.543508214,NA,NA,36600,0.613958538,NA
"Truckee Meadows Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6903,NA,6338,6439,8494,11659,12067,NA,NA,NA,NA,NA,NA,0.6624,NA,0.468,10000,111.0205,0.551597052,NA,0.203587983,32500,0.543252587,0.608695652173913
"Truett-McConnell College",3,0,430,530,410,520,400,520,480,465,460,17,22,15,23,16,23,NA,NA,20,19,20,NA,939,939,NA,15457,NA,NA,NA,NA,NA,14104,13881,14840,17860,18386,0.6402,NA,0.3333,NA,20500,227.592025,0.694444444,0.26089441,NA,32400,0.434554964,0.321428571428571
"Truman State University",3,0,540,680,540,650,NA,NA,610,595,NA,25,30,24,32,24,28,NA,NA,28,28,26,NA,1243,1243,12703,NA,8600,10052,12929,14953,15207,NA,NA,NA,NA,NA,0.874,NA,0.5882,NA,21894,243.0682827,0.932090546,0.726024973,NA,42700,0.681488216,0.179180887372014
"Trumbull Business College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23208,NA,NA,NA,NA,NA,22886,23005,25744,NA,NA,NA,0.5625,NA,0.6667,24542,272.4665111,0.26344086,NA,0.645170968,19100,0.272727281,0.851851851851852
"Trumbull Career & Technical Center",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10596,NA,9531,10308,12201,15081,NA,NA,NA,NA,NA,NA,NA,0.6772,NA,NA,8233,91.40317765,0.705583756,NA,0.667517391,21500,0.477011502,0.419354838709677
"Tucson College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18630,NA,NA,NA,NA,NA,18630,NA,NA,NA,NA,NA,0.748,NA,NA,9500,105.469475,0.295505618,NA,0.779307666,24100,0.356299222,1
"Tucson College of Beauty",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10070,NA,NA,NA,NA,NA,9907,9359,12409,NA,NA,NA,0.6154,NA,0.6667,6365,70.66454825,0.838095238,NA,0.795616788,NA,NA,0.833333333333333
"Tufts University",3,0,680,750,690,770,680,770,715,730,725,30,33,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,1428,1428,NA,29271,NA,NA,NA,NA,NA,10325,10238,19711,26268,44777,0.964,NA,NA,NA,18125,201.2246563,0.961873638,0.922286415,NA,67800,0.860440731,0.145054945054945
"Tulane University of Louisiana",3,0,620,700,620,700,630,720,660,660,675,29,32,29,34,27,32,NA,NA,31,32,30,NA,1341,1341,NA,32220,NA,NA,NA,NA,NA,22003,20601,28637,32562,38847,0.9049,NA,NA,NA,27000,299.75535,0.81779661,0.75716069,NA,52400,0.749194086,0.167456556082148
"Tulsa Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6576,NA,5692,6700,8849,9800,9766,NA,NA,NA,NA,NA,NA,0.5355,NA,0.3761,11494,127.6069627,0.54698741,NA,0.171227764,31200,0.546631336,0.610429447852761
"Tulsa Technology Center-Broken Arrow Campus",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10661,NA,11098,9703,10116,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.9592,NA,NA,NA,NA,0.8393,39200,0.570093453,0.666666666666667
"Tulsa Technology Center-Lemley Campus",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21174,NA,20981,20156,23982,NA,NA,NA,NA,NA,NA,NA,NA,0.8889,NA,0.92,NA,NA,NA,NA,0.8163,39200,0.570093453,0.571428571428571
"Tulsa Technology Center-Owasso Campus",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulsa Technology Center-Peoria Campus",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9580,NA,9313,9980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.9412,NA,NA,NA,NA,0.8718,39200,0.570093453,0.6
"Tulsa Technology Center-Riverside Campus",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9254,NA,9497,8897,9059,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.8214,NA,NA,NA,NA,0.803027273,39200,0.570093453,0.545454545454545
"Tulsa Technology Center-Sand Springs Campus",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulsa Welding School-Jacksonville",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24608,NA,NA,NA,NA,NA,24062,25297,26443,27071,28352,NA,0.6349,NA,NA,9500,105.469475,0.458549223,NA,0.624863484,36000,0.605564654,0.755274261603376
"Tulsa Welding School-Jacksonville",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24608,NA,NA,NA,NA,NA,24062,25297,26443,27071,28352,NA,0.6349,NA,NA,9500,105.469475,0.458549223,NA,0.624863484,36000,0.605564654,0.754385964912281
"Tulsa Welding School-Jacksonville",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15755,NA,NA,NA,NA,NA,15483,16243,17321,NA,NA,NA,0.6471,NA,NA,9500,105.469475,0.458549223,NA,NA,NA,NA,0.755274261603376
"Tulsa Welding School-Jacksonville",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15755,NA,NA,NA,NA,NA,15483,16243,17321,NA,NA,NA,0.6471,NA,NA,9500,105.469475,0.458549223,NA,NA,NA,NA,0.754385964912281
"Tulsa Welding School-Tulsa",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16473,NA,NA,NA,NA,NA,16416,15216,18454,18832,17715,NA,NA,NA,NA,9500,105.469475,0.458549223,NA,NA,NA,NA,0.670366259711432
"Tulsa Welding School-Tulsa",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16473,NA,NA,NA,NA,NA,16416,15216,18454,18832,17715,NA,NA,NA,NA,9500,105.469475,0.458549223,NA,NA,NA,NA,0.853658536585366
"Tulsa Welding School-Tulsa",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24868,NA,NA,NA,NA,NA,24232,24753,26552,28073,28253,NA,0.6889,NA,NA,9500,105.469475,0.458549223,NA,0.673175065,36000,0.605564654,0.670366259711432
"Tulsa Welding School-Tulsa",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24868,NA,NA,NA,NA,NA,24232,24753,26552,28073,28253,NA,0.6889,NA,NA,9500,105.469475,0.458549223,NA,0.673175065,36000,0.605564654,0.853658536585366
"Tunxis Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6811,NA,6357,6738,6878,9655,11502,NA,NA,NA,NA,NA,NA,0.6164,NA,0.4449,8500,94.367425,0.713017751,NA,0.146014005,34300,0.520646334,0.545774647887324
"Turning Point Beauty College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4084,NA,NA,NA,NA,NA,4304,-1974,NA,NA,NA,NA,1,NA,NA,16244,180.3417002,0.285714286,NA,0.97776,NA,NA,0.964912280701754
"Turtle Mountain Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3854,NA,NA,NA,NA,NA,3607,4056,5847,NA,6407,0.5,NA,NA,NA,NA,NA,NA,0.30235814,NA,22400,0.279816508,0.711340206185567
"Tusculum College",3,0,400,520,440,520,NA,NA,460,480,NA,18,23,17,23,17,22,NA,NA,21,20,20,NA,961,961,NA,18222,NA,NA,NA,NA,NA,17415,17989,18840,21382,19438,0.5,NA,NA,NA,27911,309.8693176,0.742193755,0.312843219,NA,40000,0.655335248,0.522648083623693
"Tuskegee University",3,0,400,510,400,520,NA,NA,455,460,NA,18,22,17,22,16,22,NA,NA,20,20,19,NA,937,937,NA,28909,NA,NA,NA,NA,NA,27806,27351,30769,29401,NA,0.7242,NA,1,NA,33250,369.1431625,0.618340611,0.448089488,NA,37100,0.50160259,0.356073211314476
"Twin City Beauty College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14673,NA,NA,NA,NA,NA,14611,14419,15370,15113,17013,NA,1,NA,0.5152,9833,109.1664577,0.384892086,NA,0.793946667,14400,0.195121944,0.746835443037975
"Tyler Junior College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8229,NA,7030,7931,10424,11433,11765,NA,NA,NA,NA,NA,NA,0.47,NA,0.3462,12598.5,139.8691769,0.451189898,NA,0.177584932,30400,0.491675526,0.551488833746898
"U S Grant Joint Vocational School",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4068,NA,3982,4369,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8182,NA,1,NA,NA,NA,NA,0.88525082,NA,NA,0.777777777777778
"UEI",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,NA,NA,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,25500,0.403829962,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,25500,0.403829962,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,25500,0.403829962,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,25500,0.403829962,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,25500,0.403829962,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,25500,0.403829962,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,25500,0.403829962,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,25500,0.403829962,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,NA,NA,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,NA,NA,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,NA,NA,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,NA,NA,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,NA,NA,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,NA,NA,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,NA,NA,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,NA,NA,NA
"UEI College",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.33348135,NA,NA,25500,0.403829962,NA
